@relation yelp
@attribute text string
@attribute id numeric
@attribute sentiment** {positive, negative, neutral}
@data
"unlimit top pizza sign love place staff realli friend pizza quick fresh delici build salad differ pizza dough size type like stick basic pizza lemonad tea realli good refresh eas speed varieti tast cost easili make favorit pizza spot",12470,neutral
"beauti oasi middl desert worth visit make sure plan hour depend compani age children check groupon live social discount deal",72201,neutral
"round grandma pie enjoy did famili ny memorabilia feel right home did guy work counter eaten pizzeria tabl tidi particular nice appli free pie mailer folk receiv grandma pie let pay differ sunday wednesday pick special slice drink lunch special offer usual pizzeria dish slice dessert deliv definit tri regular pie mayb white slice time good grandma pie place las vega offer pick lunch dinner special deliv",50617,neutral
"thumb place enigma reason peopl rave joint twice felt like shaft end pay money garbag serv glanc place look promis sport basic mexican menu classic combin order enchilada flauta taco joint nose dive bland best way place salsa laughabl hot salsa isnt alarm dont offer real bar beer tri margarita thing huge disappoint understand place gone belli guess that understand folk promot joint fili bs better lie give place ground yelp month way place deserv",2492,neutral
"beauti resort potenti mar lack upkeep place famili room shade broke engin come work employe nice overal posit experi",72272,neutral
"eat taco margarita taco delici margarita ok",11160,neutral
"musta miss open bar happi hour wing arent bad cours bartend lag flash wristband kick cash throw bartend decent tip like vega theyll definit round come beer pong tabl your kinda thing definit good place kick friday night sin citi",36442,neutral
"time custom svs excel franki attent courteous profession order fall special vegan cauli fri spici shrimp basil fri rice spice level bowl tom kha tom kha coconut milk expect tasti ask chef manag think manger matthew possibl request coconut milk order time want make right end remak tom kha matthew courteous profession exceed expect new fav thai restaur",35346,neutral
"michael person connect kudo posit genuin care guest",60641,neutral
"starsattentiveaccessiblepreparedknowledgeableprofessionalgreat doe high satisfi mr onello repres fire previous attorney month maneuv oppos counsel talk action thing mr onello took case immedi caught detail situat end game oppos counsel play mr onello run possibl strategi option possibl outcom loop mr onello domin trail attorney poignant question precis object your unsur mr onello promis wont regret",58771,neutral
"updat tuna melt brought origin make want come origin fresh roast beef cheddar chees creami horseradish sauc yum got girlfriend sister addict love best blt",17224,neutral
"way jenaro dr cool recent post review air pro max llc pretti suck bad jenaro call work told explain tech air pro max did air pro max llc technician instal blower incorrect unabl diagnos problem took hour jenaro fix issu minut dr cool ac jenaro rock",60405,neutral
"ew got food place live street food cold tasti spici hot wing okay pretti hard screw got lasagna eggplant parmesan lasagna cold brick spici eggplant parmesan mushi overdon worth money",25912,neutral
"pm thursday tabl booth dirti employe stand talk custom includ custom walk clean tabl food bare top sub like stingi sorri dibella use recommend offici list",58202,neutral
"place great havent stop read chocol browni tart fear expand waistlin addict browni pass ice cream shop awesom",64952,neutral
"buck minut hard massag enjoy have man massag dont like pointi woman finger anyway tell sunday mani pedi min massag readi monday thanx care servic return soon",67485,neutral
"sign blink open open door answer phone call thank time yeah review",32201,neutral
"actual manag exponenti better open decad ago girl time hotter number time better sean realli got mojo go just plain amaz incred wont dancer just playboy qualiti dancer chart possibl best guy strip",23190,neutral
"brisket nacho good good thank good larg portion size didnt order burger",9696,neutral
"have price wing special tuesday tuesday wing purchas drink raptor game order order wing mild spici like crispi fri spici spici spici friend opt end eat order sweet padak half chicken boneless better love green onion wish green onion littl sauc quit delici piec littl dri prefer dark meat dish asid pickl radish salad drown thousand island sauc peanut stale just note order wing special wont get dish walk tvs show blue jay ask waitress channel chang raptor playoff game said fine need tell channel",43799,neutral
"tri consid self profess food critic mexican food connoisseur view authent mexican cuisin tell food scratch refri bean green enchilada sauc tamal ect line dont word food sooooo yummi tri self",70285,neutral
"live near gilbert locat year consist impress absolut kill everytim hand best pizza pizza slice deal recent ate old venezia east mesa unorgan got food reorder new larger space need fine tune",41060,neutral
"execut floor particular exec loung floor abund appet desert generous breakfast exec loung good old day rare anymor",61279,neutral
"thai room best tom yum noodl soup las vega small nice place lunch dinner high recommend restaur",30498,neutral
"sandwich good flavor potato salad day half reuben ok day hit trash just lot flavor grill rye burnt",8637,neutral
"pump favorit la fit mayb bc close home mayb bc there lot fat chick",2798,neutral
"yuck order vermicelli noodl charbroil pork hard pickl carrot radish meat tough bland order pho kim long pick",67850,neutral
"chip super runni salsa fan waiter nice help kitchen mess order excit food mayb order wrong thing chili relleno chimichanga ambianc nice staff pleasant mayb leftov food didnt want eat good tortilla tomorrow time want nice staff pleasant atmospher dont want eat probabl",12286,neutral
"realli rate experiencew want member famili truli wonder arrang flower staff kind provid select love arrang chose ad arrang glass ornament love complement flower fine garden ornament arrang prepar thought integr glass ornament nicer staff kind your look old fashion servic truli excel florist phoenix kind great choic grate help",70932,neutral
"month purchas dell desktop fail warranti effect quot fix warranti went pick use best buy local place return defect product evid warranti pay place room look product order cheaper amazon",56124,neutral
"went like tostada shell ask chicken anim told want bean instead got manag came window say anim chicken just smile stupid hard cure mention vegan look like heard world embarrass",10,neutral
"time better wing stop food fresh wing crispi sauc amaz favorit honey mustard kung pao staff friend support local busi",31677,neutral
"beauti exterior seat area park cool atmospher sandwich cheap larg extra share doubl side drink bit pricey",54622,neutral
"starsexcel downtown spot figur park tripl georg area downtown las vega block high crime area say transit lunch fair safe sampl ahi salad pot roast burger agre food excel price reason ambianc nice definit tri",56208,neutral
"arriba wont die bland food larg quantiti cheap price plan throw soon glutton punish",697,neutral
"way manag agre didnt like patriot super friend oh sub perfect",59680,neutral
"min drive wait fish filet husband number food worst mcdonald stop time took min line screw order absolut worst mcdonald worst run mcdonald nationwid option",40405,neutral
"favorit place go year offer thing need stock dont order point direct place want eclect collect thing seen jewelri twice staff awesom knowledg possibl imagin recommend place interest metaphys life lol",28040,neutral
"rate base primarili servic definit good larg group came wake reserv tabl relat server quit rude children group server act way did treat group compass kind expect special treatment group dine funer tri tread light oppos give rough rude unprofession servic person tabl ask male server refil tea snap say your casual dine experi ok your gon na spend whack loada money host group wouldnt recommend restaur somewhat embarrass guest treat way",18063,neutral
"pictur food good came pm superbowl realli nice wait food delici cali burrito say great margarita okay problem fan realli cold despit numer request turn fan happen end result cold fri good short period hot did yelp check got free hous margarita whooo hoooo say",14422,neutral
"love bar wait rest parti arriv beer bar bad didnt make long live band came bull ride free beer wouldv gone bull problem ate yummi food bologna sandwich recommend server wasnt great realli miracl whip chees bologna whos daddi margarita yummmmmm love atmospher live countri music food good",2597,neutral
"starhan oak small famili own korean restaur menu quit limit specialti beef bone soup seolleongtang grand open special instead usual spici soup glad non spici version soup base milki creami flavour season need option add pepper salt quit slice beef shank piec tripe comfort hearti raini winteri day banchan quit limit han oak soup",47039,neutral
"fast food differ dine establish awesom chicken finger caniac",60892,neutral
"starswhat great place event park super easi plan night expect park gvr walk surpris park abund didnt walk far staff pleasant help venu spotless love lawn area realli nice view henderson seat area leg room row complaint stage low plenti concess didnt stop speak price definit show futur",56316,neutral
"staff countrysid anim outstand drive way north scottsdal just dr dun team thank hard work dedic",5070,neutral
"toy kid lol kid locat huge select birthday celebr got meet geoffrey receiv book stuff toy free",2778,neutral
"product relat told tri dont like return felt like ulta bare miner question guarante mascara bled cheek went return said open return scam buy product nikki girl seen differ ladi did great cours nikki make visit special perfect lash time attent give tip isnt pushi doe recommend product just say friend recommend amaz lash membership love admit agre thank nikki make beauti mascara work morn nikki gone cancel membership work",38016,neutral
"visit stay goodyear nacho littl weird like stand water dish raw jalapeno adorn got fish chip beer batter definit overcook hard eat did comp beer troubl servic good time food left lot desir",43338,neutral
"hour wait crazi went casino downstair bit lost slot curs casino server ladi check mind earli mid stole unopen rasberri rita go sip strip day food great plate great serv size great good waiter given littl warn scrawni asian ladi differ order plate fit team giant uncanni californian nativ food awesom chicken pot pie chicken waffl benedict steak egg salmon vega nativ togo ed wast food surpris mash potato pot pie didnt need time share order girlfriend thing said waiter swear touch",29186,neutral
"wor wonton soup wasnt great hung manag realli nice comp bachelorett mimosa",10188,neutral
"biltmor fashion park featur small select upscal cloth store shop like potteri barn realli interest chocol shop look nice varieti dine option upscal chain like capit grill major moder price chain like california pizza kitchen local place like zinburg local burger chain biltmor fashion park park lot valet pay self park avail restaur like zinburg valid park zinburg valid hour",17528,neutral
"ok rip gave inexpens coupon food just averag sub par offer strip",36838,neutral
"time walk la go regular barber grade year old dont let touch hair move vega choic took gambl place taco spot eat outsid damn busi insid reason barber sat wit mario get quick everybodi leav fresh cut new spot",19314,neutral
"overal dine experi food compar just buffet style foodfresh food lot select typic chines food stapl hibachi sushi pho awesom staff friend note price worth dinner cheap price deal ignor crass rude peopl fellow custom complain loud ice cream cold gum plenti room wait busi sunday",54533,neutral
"hour dive joint great substitut fast food chain drink breakfast servic speedi polit atmospher better averag dive bright cheeri buzz kill good way like need food light drunkifi clean feel like your eat someon kitchen basement food pay rough buck breakfast accompani bacon sausag hash brown egg french toast bonus hour laugh drunk amus",41614,neutral
"yelp review challeng love downtown summerlin beauti day night favorit thing outdoor mall holiday parad like winter wonderland snow fall there ice skate rink lot restaur retail store movi theatr new restaur open month oh got trader joe fave tjs vega dave buster red rock casino street day week there farmer market usual homemad snack honey candl select veget live nearbi",40978,neutral
"beer realli good great tast order dozen wing small pizza food tast great servic fast great place beer finger food",57212,neutral
"american oil lowest price town car wash red box rent movi bad gas station conveni store usual stop way weekend job hr energi drink diet coke good night problem locat construct fwi lot traffic time",36300,neutral
"sincer medriocr sushi money sweat shop ran sushi restaur volum peopl pass import client sit tabl enjoy time factori style enviro sushi prepar advancednot fresh dont order desert expect left tabl sign leav make wave sucker line",31957,neutral
"north scottsdal locat worst food soggi fri tough undercook burger drip wet lettuc bun quick realiz place saturday afternoon",14426,neutral
"groupon brought boyfriend fuego bistro time night cozi candlelit atmospher invit food phenomen empanada appet crust golden perfect even cook follow flavor short rib enchilada season blueberri sangria perfect addit magnific meal boyfriend take smaller bite eat slowli attempt savor morsel prolong dine experi definit go rain stop hope sit courtyard live music",69791,neutral
"base good valu price bought dinner groupon food actual quit good surpris price serv snow crab leg great varieti food dish particular enjoy stuf sole rib prime rib shrimp pasta cupcak serv cotton candi neat locat insid planet hollywood conveni distanc hotel pari interior fanci booth seat comfort went seat right away short short line servic ok plate clear decent speed soft drink tea coffe selv serv recommend groupon sure pay regular price buffet isnt luxuri look pricier counterpart",47309,neutral
"time come chang menu famili love staff profession courteous kept ask want drink wait food great food great servic happi famili",42406,neutral
"servic possibl buffet paid extra drink near imposs refil water refil disappoint paid drink flag coupl bus boy final got refil ruin experi food definit extravag special warrant person thursday dinner special weekend dinner disappoint dinner especi look forward short trip",26856,neutral
"half tast menu excel unfortun except lamb far cook medium rare order waiter love capirihna delici expect restaur price request time advanc tabl close window initi provid got lucki left earli",46338,neutral
"place place deserv took forev liter forev serv liter took hour order busi just fucken lazi gave wrong order charg wait pork belli mango dessert said min thing got plain sticki rice salad took min chang serious seen lazi ass peopl restaur life came come obvious rude food tast like horseshit big hurri fought case",43969,neutral
"just ate enjoy way meal laid food fresh portion larg flavor work order differ pleas look forward go real soon fred owner friend excit restaur share appreci passion differ flavor",53662,neutral
"buck tuesday famili coffe chocol chip ice cream heaven earth staff friend line long work fast effici wait minut great place dinner just treat worth trip",36683,neutral
"mean tri wick spoon time final got chanc didnt buffet great bellagio buffet appear higher review price sushi meat dri chewi korean bbq rib salti waiter realli bus ed tabl eventu away dish clutter think have bus dish ruin experi",49778,neutral
"deliber decid head buffett nice brunch wynn beauti place walk air qualiti nice versus cigarett fill smoke casino virtual wait line got buffett unlimit champagn mimosa bloodi mari extra got regular buffet seat garden area far best area eat direct sunlight time pleasant surpris like offer truli person eat ate moder realli enjoy go overboard dessert select especi pretti nice say definit place tri wan na tri rate buffet thorough enjoy",66575,neutral
"view beauti pricey opinion expect longer trip",44927,neutral
"cup smallest size chai tea latt mixtur cold pre chai tea liquid hot milk foam employe profession dont know coffe menu",11389,neutral
"pedi cheap good bad file big toe crook color bled skin base coat coat polish look wors skin nail doe look pamper overal think better job shape polish nail smoothen skin home good job make heel smooth pretti good start good salon clean pleasant great select polish staff pleasant come",10193,neutral
"year ago today lost wonder smart care love daddi year old yes haha came start new tradit love place love talk peopl flirt server girl cute way creepi old man way hahaha know felt welcom actual think came morn funer remembr anyway fast forward today walk breakfast fill love famili welcom walk aunt gertrud kitchen hahaha just seen look familiar rememb long ago great food except custom servic wonder atmospher place run like oil machin thank black bear diner tropicana wonder memori daddi thank don candi help carri roy legaci xoxox",65687,neutral
"recent sent owner loyalti offer like great deal enthusiasm chang told extra add fee know coulter packag wife use term compani tri squeez husband hey what extra fee verizon wife just tri coulter packag",25550,neutral
"hour eateri insid south point hous special dad oz cut prime rib slow roast flavor mom robert oz porterhous steak meal accompani cup soup dinner salad bake potato fri french fri meat perfect gracious staff marlon jerseyc treat kudo kicker great food serv small generous menu dont want hassl vega strip check south point food gambl amc theatr insid ask",5355,neutral
"poke excel generous fish varieti top kind attent servic price bowl",24191,neutral
"drink earl grey milk tea order today best tast okay miss usual milk tea reason drink today came sugar sweet usual actual good thing just wonder locat sharetea general tend sugar milk tea bubbl tea place overal come regular",45221,neutral
"solid bbq chicken bean kale side good bbq sauc decent meat prepar tender harsh just spent day kansa citi bbq time best place countri love bbq worth tri probabl like servic good friend staff like interior want like bbq sauc bean doesnt mean werent good prefer kc bbq",43655,neutral
"starsneed grab quick bite go club decid sandwhich grand lux definet super conveni stay venetian hour cafe downstair walk hotel room cafe long time worth your tire sandwhich good wish adventur tri thing jsut need food fill alcohol place good come",48161,neutral
"time great happi hour servic notch ask ashton food awesom definit come",35448,neutral
"beef dip come fri extra dip cent dip neat roll chees good hot dog good bun perfect small place adequ long drive prefer food item portilo eat close",12447,neutral
"littl known secret chompi rye bread deli counter charg frys fact chompi sell rye bread frys resal fact half loaf chompi fact half loaf frys price exceed level accept deli choic miracl mile great qualiti fair price longer eat chomi locat",16691,neutral
"tattoo best experi hope get tattoo schedul appoint late notic manag make time day artist josh cerni guest tattoo artist state soon perman artist tattoo consult smooth understood exact want knew exact size style go wasnt difficult explain tattoo great josh did fantast hes easi go person easi convers artist process do cover tattoo amaz clear shop hire artist know do shop beauti clean price reason definit pay high high recommend shop go futur session",41936,neutral
"request birthday packag time fianc birthday look forward surpris call reservationb call day arrivalc ask desk idea room assur room birthday packag birthday packag room dirti linensa pull cover stain dirti sheet clean just slept flat sheet use condom wrapper doora point bell hop assur send immedi pick check follow day cigar ash patioa point bell hop assur gone follow morn check wasnt abl use patio",29043,neutral
"bros cater wed recept got ton compliment day later price great wouldnt chang thing",36680,neutral
"year went bubbl tea meh want bubbl tea chatim current place dont disappoint sent free bday drink recent vicin reward program nice experi differ flavour today choic hot roast tea tapioca cours high recommend vanilla standard milk tea your tri time servic pretti quick friend lot seat avail conveni locat adequ park downsid tea ugh starbuck soon dead thank reward program chang just funnel latt dollar tea instead",40883,neutral
"recent articl websit gazett bordetella canin cough talk bordatella virus dont know bordatella bacterium virus trust say canin health care go hold twice month class perform agil obstacl go total ignor rule canin sport agil dont class agil like obstacl fun class agil great potenti ruin dog competit agil use non standard train techniqu ignor rule sport disclaim websit say class prepar dog agil competit fact make train dog agil difficult imposs",28929,neutral
"mainten upkeepwhen request sent onlin portal get taken care day mainten team super friend keep ground morn difficult keep apart complex clean kudo thank preston mainten team make stay stress free",58891,neutral
"free wifi great staff tea blend drink awesom huge plus close midnight good meet min project",29370,neutral
"took car groupon previous yelp review wari car oil chang outsid toyota dealership servic relat quick guy desk answer question friend inform manner guy equal tire pressur thank regular price definit coupon random goe wrong car month know blame car new yrs old mi",56061,neutral
"order deliveri websit recommend crab puff absolut correct outstand egg roll standard awesom bad sweet sour sauc good includ extra larg contain crab puff sweet sour chicken happier deliveri prompt order pleasant painless price teensi bit high terribl dispar chines takeout place like use soy sauc warn place dispens artifici flavor oppos natur brew soy sauc packet absolut vile ruin good food recommend tasti hous high order",14473,neutral
"updat read initi review inconsist order winter melon tea twice second time ask sweet came sweeter time order winter melon tea time friend order special order drink notic differ color total differ sweet level",25395,neutral
"grand regular coffe use starbuck reward cup spent money earn better drink coffe room",10941,neutral
"realli good hotdog big fan hot dog nephew ted went line ted long move quick dont let length peopl wait line discourag wait line person grill ask like order realli shout long distanc convers actual order way kind fun hotdog ship buffalo ny charbroil hot dog great flavor top choos homemad chili chees onion fantast especi like chili order onion ring good like hotdog ted tri",70933,neutral
"time food excel nice altern mexican fast food sandwich",35499,neutral
"yelp review challeng got dunkin crave fremont experi your luck just like dunkin donut conveni locat fremont casino hotel come famili stay fremont hotel famili enjoy gambl fremont casino great servic time quick open night abl boston creme coconut donut pm saturday night qualiti donut coffe okay dunkin your famili friend your mood donut locat right lanai express serv asian pacif island fast food chines hawaiian food qualiti tip did know till night offer free refil coffe",40917,neutral
"thursday pretti quiet group seat minut arriv servic friend littl slow minutesto flatbread cheeseburg flatbread cold food ok littl price men room smell like urin like hadnt clean month ladi room toilet paper atroci filthi toilet fill apper towel probabl toilet paper garbag overflow peopl parti twice previous bathroom just bad fact women got use restroom warn train wreck mention condit host did wonder kitchen like bathroom bad",66898,neutral
"big wow wife held wed recept parti suit planet hollywood bliss turn price light audio setup canadian organ wed las vega realli challeng need complet trust go run smooth realli isnt margin error deal ryan gang bliss incred smooth start finish bliss provid perfect backdrop night forget incred thank qualiti equip servic competit price bliss",39,neutral
"patio seat comfort cool shadi wonder place relax sunday afternoon afternoon food good tri prosciutto flatbread amaz",70349,neutral
"buffet strip select werent dissatisfi regardless dessert asian crab salad bar wait min tabl waiter prompt attent realli good caus pretti busi cost averag buffet good reason food good",4219,neutral
"definit mediocr ayc sushi locat food averag servic greatest ask time item busi went easili understand forgot",39984,neutral
"chocol coffe flavor shake probabl best like upscal diner enjoy beanless chili chees sour cream chive top meati delici pass time airport tri grill chees nothin special servic hit miss complain negelect realli rude waitress comp meal nice time servic great",62295,neutral
"deliveri realli good chang pace lunch deliveri fast food hot delici order montreal poutin shave montreal smoke meat pickl mustard varieti flavor went smoke meat corn beef definit order smoke poutineri",13799,neutral
"strawberri mojito plenti fresh strawberri notwithstand complet virgin server forgot mojito flag server arriv min order decent wine list fail compens unaccept servic yawn induc ambianc",39838,neutral
"let car let worst mistak threw prada glass bag metal hanger car clean suppli ruin glass paid shampoo look basic bitch main stain irrit thoma salesman told car got synthet oil chang charg said said fuck place month servic bearabl live cornerohh year took car wash got broken fog light smh",27021,neutral
"soda water repeat soda water myriah carey whitney houston play realli feel like reason wast water reason stay busi",11934,neutral
"hour wait deliveri lunch break work call restaur check status got rude respons",36948,neutral
"lunch big lunch seafood meh meh there lot eat best free alcohol espresso buffet",11079,neutral
"stay countri suit state compani work use worst stay call check earli ladi attitud room sheet make room clean day wors pool dirti day flip flop sat till left wont stay",34178,neutral
"time citi visit mountain quick easi fun trip love view great histori lesson kid adult",43065,neutral
"min shuttl ride phx hotel rent car end airport min drive phx hotel goodwarm cooki checkin goodi bag water chip granola bar close airport suit free breakfast restaur just small lobbi area belveder restaur bacon egg fruit parfait pastri cereal room floor plan remind embassi suit live room kitchenett separ door bedroom bathroom complimentari water coffe day long free park park garag park near hotel baddammit didnt write rememb just minor definit stay need close phx airport",59406,neutral
"great place spend summer day clean close conveni price reason cuyahoga fall resid non resid price bad park doe quick best come open safeti break regular consist famili orient enjoy",69725,neutral
"time come locat time bad experi time fall fri cold took min new batch receiv cold come fri hard tell manag say new order wow sure let eat cold batch min later sure just go site wait cold plate fri",42550,neutral
"spici beef noodl soup amaz beef tender flavor rich tell lot time love make dish wait come time tri new",7035,neutral
"appoint show time appar mention hair stylist oclock appoint luckili ask hair stylist gabi minut past time mention owner mention appoint schedul wow unreli bad communic good place mention reschedul discount ha thank pay price reliabl hair stylist wouldnt trust salon right",27113,neutral
"order remind live los angel worri cake look tast like amaz guy good work creativ realli appreci minut order",52606,neutral
"guac fantast love entir meal total enjoy outsid dine servic great definit",5160,neutral
"read stay horribl reason welcom check wait min check entir staff clue understand definit hospit room look like pictur check minut walk room room look dirti outdat shower peopl ft tall bed hard dont prove blanket check hotel suppos experi place relax properti doesnt oper way uncomfort mention countless bug thought westin hard rock excel choic similar price",18001,neutral
"hrs park absurd especi pay custom wont come life get greedi wrong area good establish",9175,neutral
"piano man hope pay live music fantast strang layout caus lost friend make new one dress code wear pyjama picnic tabl insid huge patio maddi strang feel realli pub london england make want speak british accent better stranger cover ick",54138,neutral
"wow experi uniqu falvour mediterranean base twist make cousin uniqu familiar place crowd receiv cater till seat hous servic bit slow forgiven sight dip platter consist color flower top delicious flower edibl main dish love shawarma common dish kind servic friend spite crowd high recommend",71661,neutral
"beautious away feel henderson backyard place walk day view",68292,neutral
"note googl map locat wrong store littl tricki googl map inform wrong report correct store locat small strip mall south odana intersect research park blvd west pink poodl east odana antiqu mall share lot nile restaur sell bernina babi lock machin staff help",16807,neutral
"oz cowboy steak world split friend agre white truffl butter good touch necessari truffl fri averag note usual wild truffl fri somewhat play underwhelm servic good cocktail garnish wine option offer good varieti",57988,neutral
"friend staff clean busi nacho pricey size main flavorless taco meat blanco queso sauc imo roberto better flavor bang buck just bland food return",37714,neutral
"just roc compani bond suspendeddo guy money address phoneelit architectur suppli llc dba elit window door ste scottsdal az phone status action suspend class type entitykb dual llcissu renewalfirst issu renew licens class descript kb dual resid small commercialcom suspend lack bond john wesley nashposit qp qual date brian leo deliaposit membernam matthew demosthen handgisposit employeenam alfonso antonio larrivaposit membernam mickey martin gileposit qp",32863,neutral
"instead high price pho favorit far vega realli think weird smokey smell incens daili offer sorri buddhist dont realli know overal recommend place friend",53503,neutral
"second time tri second time disappoint wait long seat import work mediocr embroid militari label despit specif spell misspel clerk argu realiz said hed fix minut minut later left appoint return job shoddi clear simpli remov transpos letter new one didnt line even exist text return owner didnt apolog",4574,neutral
"lobster monster wednesday mariann stephen treat feast time hesit recommend",30816,neutral
"actual servic young sweet kinda ya know food spot guacamol perfect fluta sping drown tasti drink amaz atmospher lost loud bustl felt like airport bar week night mayb cafeteria loud experi great group best mexican citi drink save night",50829,neutral
"food view experi breathtak roller coaster kinda dinner view grand observatori scari fun din experi unforgett touristi readi just enjoy",37846,neutral
"rubin dear especi wrong rye meat sour kraut mustard hard fri came tepid best pickl nice treat wont goto",8865,neutral
"mike wow littl unimpress choic poplar pre dinner drink hub pleasant surpris laid vibe mike server sweet engag order drink wing appet tasti smoke hot hub order pasta dish chicken bacon love order london broil cajun fri amaz mike",70487,neutral
"design super cute insid locat just wish seat like hous blend tea tast super differ run hous bbt chain milk tea blueberri note person favourit white peach oolong peach subtl complaint bbts quit pricey",55855,neutral
"get buffett drink food ok lot choic lot seafood asian dont think averag american dinner enjoy did like fri shrimp",9057,neutral
"gas price station reason compar los angel gas station price phoenix area reason price compar los angel unfortun come freeway easiest station get way turn station way turn lead freeway gas station free park space avail just need pick snack drink gas station conveni store",17735,neutral
"classic french bistro loud insid love like trip pari america famili vacat rememb anthoni bourdain episod ate check yelp review reserv high recommend far advanc know wonder appet salad entre bottl wine lot money worth true montreal experi",69277,neutral
"subaru outback tire pressur light came drove fireston horizon ridg arroyo grand take cursori look tire bare glanc told tire fix replac town carri brand tire order phone call discount tire windmil tire stock drove took tire test water leak remov tini screw head tire tire way charg want guess busi frequent",40807,neutral
"white chocol frozen chocol tue line girl window nice tap window desk serv area rest jaunt worthi pictur said wish just got frap starbuck half price one just worth",8397,neutral
"italian food slight twist excel servic chef came talk custom live entertain nat king cole rendit unforgett",59664,neutral
"pepperoni pizza horribl crust premad sit heat lamp dont wast money",8671,neutral
"time see dr swenson love easi access offic plenti park medic offic build elev floor offic right elev great experi offic person offic person chang floor xray foot equip just outsid exam room dr swenson person knowledg high recommend foot problem new doctor foot problem famili",35650,neutral
